Name,Official Name,Continent,Capital,Largest City,Most Spoken Language,Demonym,HoS Title,Head of State,HoS Picture,HoG Title,Head of Government,HoG Picture,Population,Currency,Anthem,AnthemHtml,Globe,Flag,CoA,Acceptables
Botswana,Republic of Botswana,Africa,Gaborone,Gaborone,English,Batswana,President,Mokgweetsi Masisi,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Illegal_Wildlife_Trade_Conference_London_2018_%2845245990491%29_%28cropped%29.jpg/220px-Illegal_Wildlife_Trade_Conference_London_2018_%2845245990491%29_%28cropped%29.jpg,,,,"2,250,260",Pula,Pula!,"<iframe src=""//commons.wikimedia.org/wiki/File:United_States_Navy_Band_-_Fatshe_leno_la_rona.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Location_Botswana_AU_Africa.svg/250px-Location_Botswana_AU_Africa.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_Botswana.svg/125px-Flag_of_Botswana.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Coat_of_arms_of_Botswana.svg/85px-Coat_of_arms_of_Botswana.svg.png,Botswana
Brazil,Federative Republic of Brazil,South America,Brasilia,S&abreve;o Paulo,Portuguese,Brazilian,President,Jair Bolsonaro,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Jair_Bolsonaro_em_24_de_abril_de_2019_%281%29.jpg/220px-Jair_Bolsonaro_em_24_de_abril_de_2019_%281%29.jpg,,,,"210,147,125",Real,Hino Nacional Brasileiro,"<iframe src=""//commons.wikimedia.org/wiki/File:Hino-Nacional-Brasil-instrumental-mec.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/BRA_orthographic.svg/250px-BRA_orthographic.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Flag_of_Brazil.svg/125px-Flag_of_Brazil.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Coat_of_arms_of_Brazil.svg/85px-Coat_of_arms_of_Brazil.svg.png,Brazil
Brunei,"Nation of Brunei, the Abode of Peace",Asia,Bandar Seri Begawan,Bandar Seri Begawan,Malay,Bruneian,Sultan,Hassanal Bolkiah,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/His_Majesty_during_the_golden_jubilee.jpg/220px-His_Majesty_during_the_golden_jubilee.jpg,,,,"411,900",Brunei dollar,Allah Peliharakan Sultan,"<iframe src=""//commons.wikimedia.org/wiki/File:United_States_Navy_Band_-_Allah_Peliharakan_Sultan.oga?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Location_Brunei_ASEAN.svg/250px-Location_Brunei_ASEAN.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Brunei.svg/125px-Flag_of_Brunei.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Emblem_of_Brunei.svg/85px-Emblem_of_Brunei.svg.png,Brunei
Bulgaria,Republic of Bulgaria,Europe,Sofia,Sofia,Bulgarian,Bulgarian,President,Rumen Radev,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Rumen_Radev_official.jpg/220px-Rumen_Radev_official.jpg,Prime Minister,Boyko Borisov,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Boyko_Borissov_2017-11-03.jpg/220px-Boyko_Borissov_2017-11-03.jpg,"7,050,034",Lev,Mila Rudino,"<iframe src=""//commons.wikimedia.org/wiki/File:Mila_Rodino_instrumental.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/EU-Bulgaria.svg/250px-EU-Bulgaria.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Bulgaria.svg/125px-Flag_of_Bulgaria.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Coat_of_arms_of_Bulgaria.svg/85px-Coat_of_arms_of_Bulgaria.svg.png,Bulgaria
Burkina Faso,Burkina Faso,Africa,Ouagadougou,Ouagadougou,French,Burkinab&eacute;,President,Roch Marc Christian Kabor&eacute;,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Roch_Marc_Christian_Kabor%C3%A9.jpg/220px-Roch_Marc_Christian_Kabor%C3%A9.jpg,Prime Minister,Christophe Joseph Marie Dabir&eacute;,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Arton2339.jpg/220px-Arton2339.jpg,"20,107,509",West African CFA franc,Une Seule Nuit,"<iframe src=""//commons.wikimedia.org/wiki/File:Hymne_National_du_Burkina_Faso.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Location_Burkina_Faso_AU_Africa.svg/250px-Location_Burkina_Faso_AU_Africa.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Burkina_Faso.svg/125px-Flag_of_Burkina_Faso.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Coat_of_arms_of_Burkina_Faso.svg/85px-Coat_of_arms_of_Burkina_Faso.svg.png,Burkina Faso
Burundi,Republic of Burundi,Africa,Gitega,Bujumbura,Kirundi,Burundian,President,Pierre Nkurunziza,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Pierre_Nkurunziza_2014_press_conference_%28cropped%29.jpg/220px-Pierre_Nkurunziza_2014_press_conference_%28cropped%29.jpg,,,,"10,524,117",Burundian franc,Burundi Bwacu,"<iframe width=""100%"" height=""300"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/222159860&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true""></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Location_Burundi_AU_Africa.svg/250px-Location_Burundi_AU_Africa.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Flag_of_Burundi.svg/125px-Flag_of_Burundi.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Coat_of_arms_of_Burundi.svg/85px-Coat_of_arms_of_Burundi.svg.png,Burundi
C&ocirc;te d'Ivoire,Republic of  C&ocirc;te d'Ivoire,Africa,Yamoussoukro,Abidjan,French,Ivorian,President,Alassane Ouattara,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/A._Ouattara.jpg/220px-A._Ouattara.jpg,Prime Minister,Amadou Gon Coulibaly,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Amadou_Gon_Coulibaly.jpg/220px-Amadou_Gon_Coulibaly.jpg,"23,740.42",West African CFA franc,L'Abidjanaise,"<iframe src=""//commons.wikimedia.org/wiki/File:Hymne_National_de_Côte_d'Ivoire.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/C%C3%B4te_d%27Ivoire_%28orthographic_projection%29.svg/250px-C%C3%B4te_d%27Ivoire_%28orthographic_projection%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_C%C3%B4te_d%27Ivoire.svg/125px-Flag_of_C%C3%B4te_d%27Ivoire.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Coat_of_arms_of_Ivory_Coast_%282%29.svg/85px-Coat_of_arms_of_Ivory_Coast_%282%29.svg.png,"Cote d'Ivoire, Ivory Coast, C&ocirc;te d'Ivoire"
Cabo Verde,Republic of Cabo Verde,Africa,Praia,Praia,Portuguese,Cape Verdean,President,Jorge Carlos Fonseca,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/2019-05-06_Empfang_Jorge_Carlos_Fonseca-1190.jpg/220px-2019-05-06_Empfang_Jorge_Carlos_Fonseca-1190.jpg,Prime Minister,Ulisses Correia e Silva,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Sr._Ulisses_Corr%C3%AAa_e_Silva_%28cropped%29.png/220px-Sr._Ulisses_Corr%C3%AAa_e_Silva_%28cropped%29.png,"539,560",Cape Verdean escudo,C&acirc;ntico da Liberdade,"<iframe src=""//commons.wikimedia.org/wiki/File:Cântico_da_Liberdade_(instrumental).ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Location_Cape_Verde_AU_Africa.svg/250px-Location_Cape_Verde_AU_Africa.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Cape_Verde.svg/125px-Flag_of_Cape_Verde.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Coat_of_arms_of_Cape_Verde.svg/85px-Coat_of_arms_of_Cape_Verde.svg.png,"Cabo Verde, Cape Verde"
Cambodia,Kingdom of Cambodia,Asia,Phnom Penh,Phnom Penh,Khmer,Cambodian,King,Norodom Sihamoni,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Norodom_Sihamoni_%282007%29_%28crop%29.jpg/220px-Norodom_Sihamoni_%282007%29_%28crop%29.jpg,Prime Minister,Hun Sen,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Hun_Sen_%282018%29_cropped_%282%29.jpg/220px-Hun_Sen_%282018%29_cropped_%282%29.jpg,"16,245,729",Riel,Nokor Reach,"<iframe src=""//commons.wikimedia.org/wiki/File:United_States_Navy_Band_-_Nokoreach.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Location_Cambodia_ASEAN.svg/250px-Location_Cambodia_ASEAN.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Flag_of_Cambodia.svg/125px-Flag_of_Cambodia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Royal_arms_of_Cambodia.svg/85px-Royal_arms_of_Cambodia.svg.png,Cambodia
Cameroon,Republic of Cameroon,Africa,Yaounde,Douala,French,Cameroonian,President,Paul Biya,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Paul_Biya_2014.png/220px-Paul_Biya_2014.png,Prime Minister,Joseph Ngute,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Joseph_Ngute.jpg/220px-Joseph_Ngute.jpg,"23,439,189",Central African CFA franc,"&Ocirc; Cameroun, Berceau de nos Anc&ecirc;tres","<iframe src=""//commons.wikimedia.org/wiki/File:United_States_Navy_Band_-_Chant_de_Ralliement.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Location_Cameroon_AU_Africa.svg/250px-Location_Cameroon_AU_Africa.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Flag_of_Cameroon.svg/125px-Flag_of_Cameroon.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Coat_of_arms_of_Cameroon.svg/85px-Coat_of_arms_of_Cameroon.svg.png,"Cameroon, Kamerun, Cameroun"
Canada,Canada,North America,Ottawa,Toronto,English,Canadian,Queen,Elizabeth II,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Queen_Elizabeth_II_in_March_2015.jpg/220px-Queen_Elizabeth_II_in_March_2015.jpg,Prime Minister,Justin Trudeau,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Justin_Trudeau_in_Lima%2C_Peru_-_2018_%2841507133581%29_%28cropped%29.jpg/220px-Justin_Trudeau_in_Lima%2C_Peru_-_2018_%2841507133581%29_%28cropped%29.jpg,"37,314,442",Canadian dollar,O Canada,"<iframe src=""//commons.wikimedia.org/wiki/File:""O_Canada"",_performed_by_the_United_States_Third_Marine_Aircraft_Wing_Band.oga?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/CAN_orthographic.svg/220px-CAN_orthographic.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Canada_%28Pantone%29.svg/125px-Flag_of_Canada_%28Pantone%29.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Coat_of_arms_of_Canada.svg/85px-Coat_of_arms_of_Canada.svg.png,Canada
Central African Republic,Central African Republic,Africa,Bangui,Bangui,Sangho,Central African,President,Faustin-Archange Touad&eacute;ra,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Faustin_Touadera.jpg/220px-Faustin_Touadera.jpg,Prime Minister,Firmin Ngr&eacute;bada,http://afriquemidi.com/wp-content/uploads/2018/05/firmin-ngrebada-2-640x320-1525354601.jpg,"4,594,621",Central African CFA franc,E Zingo,"<iframe src=""//commons.wikimedia.org/wiki/File:La_Renaissance.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Location_Central_African_Republic_AU_Africa.svg/250px-Location_Central_African_Republic_AU_Africa.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Flag_of_the_Central_African_Republic.svg/125px-Flag_of_the_Central_African_Republic.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Coat_of_arms_of_the_Central_African_Republic.svg/85px-Coat_of_arms_of_the_Central_African_Republic.svg.png,"Central African Republic, CAR"
Chad,Republic of Chad,Africa,N'djamena,N'djamena,Chadian Arabic,Chadian,President,Idriss D&eacute;by,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Idriss_D%C3%A9by_at_the_White_House_in_2014.jpg/220px-Idriss_D%C3%A9by_at_the_White_House_in_2014.jpg,Prime Minister,Vacant,NULL,"13,670,084",Central African CFA franc,La Tchadienne,"<iframe src=""//commons.wikimedia.org/wiki/File:La_Tchadienne_(instrumental).ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Chad_%28orthographic_projection%29.svg/250px-Chad_%28orthographic_projection%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Flag_of_Chad.svg/125px-Flag_of_Chad.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Coat_of_arms_of_Chad.svg/85px-Coat_of_arms_of_Chad.svg.png,Chad
Chile,Republic of Chile,South America,Santiago,Santiago,Spanish,Chilean,President,Sebasti&aacute;n Pi&ntilde;era,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Retrato_Oficial_Presidente_Pi%C3%B1era_2018.jpg/220px-Retrato_Oficial_Presidente_Pi%C3%B1era_2018.jpg,,,,"17,574,003",Peso,Himno Nacional de Chile,"<iframe src=""//commons.wikimedia.org/wiki/File:United_States_Navy_Band_-_National_Anthem_of_Chile.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/CHL_orthographic.svg/220px-CHL_orthographic.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Flag_of_Chile.svg/125px-Flag_of_Chile.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Coat_of_arms_of_Chile.svg/85px-Coat_of_arms_of_Chile.svg.png,Chile
China,People's Republic of China,Asia,Beijing,Shanghai,Chinese,Chinese,President,Xi Jinping,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Xi_Jinping_2016.jpg/220px-Xi_Jinping_2016.jpg,Premier,Li Keqiang,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Li_Keqiang-19052015.png/220px-Li_Keqiang-19052015.png,"1,403,500,365",Renminbi,Yi&#832;yo&#780;ngju&#772; Ji&#832;nxi&#833;ngqu&#780;,"<iframe src=""//commons.wikimedia.org/wiki/File:March_of_the_Volunteers_instrumental.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/CHN_orthographic.svg/220px-CHN_orthographic.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_the_People%27s_Republic_of_China.svg/125px-Flag_of_the_People%27s_Republic_of_China.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/National_Emblem_of_the_People%27s_Republic_of_China_%282%29.svg/85px-National_Emblem_of_the_People%27s_Republic_of_China_%282%29.svg.png,"China, People's Republic of China"
Colombia,Republic of Colombia,South America,B&oacutegota,B&oacutegota,Spanish,Colombian,President,Iv&aacute;n Duque,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Macri_%26_Duque_01_%28cropped%29.jpg/220px-Macri_%26_Duque_01_%28cropped%29.jpg,,,,"49,996,445",Peso,Himno Nacional de la Rep&uacute;blica de Colombia,"<iframe src=""//commons.wikimedia.org/wiki/File:United_States_Navy_Band_-_¡Oh,_gloria_inmarcesible!.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/COL_orthographic_%28San_Andr%C3%A9s_and_Providencia_special%29.svg/250px-COL_orthographic_%28San_Andr%C3%A9s_and_Providencia_special%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/125px-Flag_of_Colombia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Coat_of_arms_of_Colombia.svg/85px-Coat_of_arms_of_Colombia.svg.png,Colombia
Comoros,Union of the Comoros,Africa,Moroni,Moroni,Comorian,Comorian,President,Azali Assoumani,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Azali_Assoumani_2018.jpg/220px-Azali_Assoumani_2018.jpg,,,,"850,688",Comorian franc,Udzima wa ya Masiwa,"<iframe src=""//commons.wikimedia.org/wiki/File:National_Anthem_of_Comoros_by_US_Navy_Band.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Location_Comoros_AU_Africa.svg/250px-Location_Comoros_AU_Africa.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Flag_of_the_Comoros.svg/125px-Flag_of_the_Comoros.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Seal_of_the_Comoros.svg/85px-Seal_of_the_Comoros.svg.png,Comoros
Costa Rica,Republic of Costa Rica,North America,San Jos&eacute;,San Jos&eacute;,Spanish,Costa Rican,President,Carlos Alvarado Quesada,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Carlos_Alvarado_Le_Chateu_%28cropped%29.jpg/220px-Carlos_Alvarado_Le_Chateu_%28cropped%29.jpg,,,,"4,857,274",Costa Rican col&oacute;n,"Noble patria, tu hermosa bandera","<iframe src=""//commons.wikimedia.org/wiki/File:Costa_Rica_National_Anthem.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/CRI_orthographic.svg/250px-CRI_orthographic.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Costa_Rica_%28state%29.svg/125px-Flag_of_Costa_Rica_%28state%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Coat_of_arms_of_Costa_Rica.svg/85px-Coat_of_arms_of_Costa_Rica.svg.png,Costa Rica
Croatia,Republic of Croatia,Europe,Zagreb,Zagreb,Croatian,Croatian,President,Kolinda Grabar-Kitarovi&cacute;,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Kolinda_Grabar-Kitarovi%C4%87ile_%2834771463620%29.jpg/220px-Kolinda_Grabar-Kitarovi%C4%87ile_%2834771463620%29.jpg,Prime Minister,Andrej Plenkovi&cacute;,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Andrej_Plenkovi%C4%87_-_2018_%281534789128%29_%28cropped%29.jpg/220px-Andrej_Plenkovi%C4%87_-_2018_%281534789128%29_%28cropped%29.jpg,"4,154,200",Kuna,Lijepa nas&#780;a domovino,"<iframe src=""//commons.wikimedia.org/wiki/File:Lijepa_nasa_domovino_instrumental.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/EU-Croatia.svg/250px-EU-Croatia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flag_of_Croatia.svg/125px-Flag_of_Croatia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Coat_of_arms_of_Croatia.svg/85px-Coat_of_arms_of_Croatia.svg.png,Croatia
Cuba,Republic of Cuba,North America,Havana,Havana,Spanish,Cuban,First Secretary of the Communist Party,Ra&uacute;l Castro,https://upload.wikimedia.org/wikipedia/commons/c/c8/Raul-castro-2015_%28cropped%29.jpg,,,,"11,221,060",Peso,"&iexcl;Patria o Muerte, Venceremos!","<iframe src=""//commons.wikimedia.org/wiki/File:United_States_Navy_Band_-_La_Bayamesa.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/CUB_orthographic.svg/250px-CUB_orthographic.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Flag_of_Cuba.svg/125px-Flag_of_Cuba.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Coat_of_arms_of_Cuba.svg/85px-Coat_of_arms_of_Cuba.svg.png,Cuba
Cyprus,Republic of Cyprus,Europe,Nicosia,Nicosia,Greek,Cypriot,President,Nicos Anastasiades,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Nicos_Anastasiades_at_EPP_HQ.jpg/220px-Nicos_Anastasiades_at_EPP_HQ.jpg,,,,"1,170,125",Euro,Hymn to Liberty,"<iframe src=""//commons.wikimedia.org/wiki/File:Hymn_to_liberty_instrumental.oga?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/EU-Cyprus.svg/250px-EU-Cyprus.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Cyprus.svg/125px-Flag_of_Cyprus.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Coat_of_Arms_of_Cyprus-_Official_Depiction.svg/85px-Coat_of_Arms_of_Cyprus-_Official_Depiction.svg.png,Cyprus
Czech Republic,Czech Republic,Europe,Prague,Prague,Czech,Czech,President,Milos&#780; Zeman,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Prezident_Zeman_MSV.jpg/220px-Prezident_Zeman_MSV.jpg,Prime Minister,Andrej Babis&#780;,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/A_Babi%C5%A1_Praha_2015.JPG/220px-A_Babi%C5%A1_Praha_2015.JPG,"10,610,947",Czech koruna,Kde domov mu&#778;j,"<iframe src=""//commons.wikimedia.org/wiki/File:Czech_anthem.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/EU-Czech_Republic.svg/250px-EU-Czech_Republic.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_Czech_Republic.svg/125px-Flag_of_the_Czech_Republic.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Coat_of_arms_of_the_Czech_Republic.svg/85px-Coat_of_arms_of_the_Czech_Republic.svg.png,"Czech Republic, Czechia"
